0,1,2,3,4
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-10.7101,-1.88606,4.37327,1.45192,-1.03437
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
2.05009,2.48903,-4.41974,2.44756,-10.5634
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
